SUBSTÂNCIA,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 12% ALC,PF 17%,PF 17% ALC,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 19%,PF 19% ALC,"PF 19,5%","PF 19,5% ALC",PF 20%,PF 20% ALC,"PF 20,5%",PF 21%,PF 21% ALC,PF 22%,PF 22% ALC,PMC Sem Imposto,PMC 0%,PMC 12%,PMC 12% ALC,PMC 17%,PMC 17% ALC,"PMC 17,5%","PMC 17,5% ALC",PMC 18%,PMC 18% ALC,PMC 19%,PMC 19% ALC,"PMC 19,5%","PMC 19,5% ALC",PMC 20%,PMC 20% ALC,"PMC 20,5%",PMC 21%,PMC 21% ALC,PMC 22%,PMC 22% ALC,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),COMERCIALIZAÇÃO 2022,TARJA,DESTINAÇÃO COMERCIAL 
RIVAROXABANA,05.161.069/0001-10,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,504621110082806,1558406090024,7896714290805,    -     ,    -     ,RIVAROXABANA,10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,157.27,157.27,178.72,178.72,189.48,189.48,190.63,190.63,191.79,191.79,194.16,194.16,195.37,195.37,196.59,196.59,197.82,199.08,199.08,201.63,201.63,217.42,217.42,247.07,247.07,261.94,261.94,263.53,263.53,265.14,265.14,268.41,268.41,270.09,270.09,271.77,271.77,273.47,275.22,275.22,278.74,278.74,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
RIVAROXABANA,05.161.069/0001-10,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,504621110082906,1558406090040,7896714290812,    -     ,    -     ,RIVAROXABANA,15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 15,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,78.63,78.63,89.35,89.35,94.73,94.73,95.31,95.31,95.89,95.89,97.07,97.07,97.68,97.68,98.29,98.29,98.91,99.53,99.53,100.81,100.81,108.70,108.70,123.52,123.52,130.96,130.96,131.76,131.76,132.56,132.56,134.19,134.19,135.04,135.04,135.88,135.88,136.74,137.59,137.59,139.36,139.36,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
RIVAROXABANA,05.161.069/0001-10,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,504621110083006,1558406090059,7896714290829,    -     ,    -     ,RIVAROXABANA,15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,157.24,157.24,178.68,178.68,189.45,189.45,190.59,190.59,191.76,191.76,194.12,194.12,195.33,195.33,196.55,196.55,197.79,199.04,199.04,201.59,201.59,217.38,217.38,247.01,247.01,261.90,261.90,263.48,263.48,265.10,265.10,268.36,268.36,270.03,270.03,271.72,271.72,273.43,275.16,275.16,278.69,278.69,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
RIVAROXABANA,05.161.069/0001-10,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,504621110083106,1558406090075,7896714290836,    -     ,    -     ,RIVAROXABANA,20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 15,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,78.63,78.63,89.35,89.35,94.73,94.73,95.31,95.31,95.89,95.89,97.07,97.07,97.68,97.68,98.29,98.29,98.91,99.53,99.53,100.81,100.81,108.70,108.70,123.52,123.52,130.96,130.96,131.76,131.76,132.56,132.56,134.19,134.19,135.04,135.04,135.88,135.88,136.74,137.59,137.59,139.36,139.36,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
RIVAROXABANA,05.161.069/0001-10,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,504621110083206,1558406090083,7896714290843,    -     ,    -     ,RIVAROXABANA,20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,157.24,157.24,178.68,178.68,189.45,189.45,190.59,190.59,191.76,191.76,194.12,194.12,195.33,195.33,196.55,196.55,197.79,199.04,199.04,201.59,201.59,217.38,217.38,247.01,247.01,261.90,261.90,263.48,263.48,265.10,265.10,268.36,268.36,270.03,270.03,271.72,271.72,273.43,275.16,275.16,278.69,278.69,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
RIVAROXABANA,05.161.069/0001-10,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,504622020084503,1558406100011,7896714291130,    -     ,    -     ,RIVNEO,10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 10,B1F - INIBIDORES DIRETOS DO FATOR XA,Similar,Regulado,52.43,52.43,59.58,59.58,63.17,63.17,63.55,63.55,63.94,63.94,64.73,64.73,65.13,65.13,65.54,65.54,65.95,66.37,66.37,67.22,67.22,72.48,72.48,82.37,82.37,87.33,87.33,87.85,87.85,88.39,88.39,89.49,89.49,90.04,90.04,90.61,90.61,91.17,91.75,91.75,92.93,92.93,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
RIVAROXABANA,05.161.069/0001-10,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,504622020084603,1558406100054,7896714291147,    -     ,    -     ,RIVNEO,15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,B1F - INIBIDORES DIRETOS DO FATOR XA,Similar,Regulado,157.24,157.24,178.68,178.68,189.45,189.45,190.59,190.59,191.76,191.76,194.12,194.12,195.33,195.33,196.55,196.55,197.79,199.04,199.04,201.59,201.59,217.38,217.38,247.01,247.01,261.90,261.90,263.48,263.48,265.10,265.10,268.36,268.36,270.03,270.03,271.72,271.72,273.43,275.16,275.16,278.69,278.69,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
RIVAROXABANA,05.161.069/0001-10,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,504622020084703,1558406100089,7896714291185,    -     ,    -     ,RIVNEO,20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,B1F - INIBIDORES DIRETOS DO FATOR XA,Similar,Regulado,157.24,157.24,178.68,178.68,189.45,189.45,190.59,190.59,191.76,191.76,194.12,194.12,195.33,195.33,196.55,196.55,197.79,199.04,199.04,201.59,201.59,217.38,217.38,247.01,247.01,261.90,261.90,263.48,263.48,265.10,265.10,268.36,268.36,270.03,270.03,271.72,271.72,273.43,275.16,275.16,278.69,278.69,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819040065806,1677305940017,7894916340786,    -     ,    -     ,RIVAROXABANA,10 MG COM REV CT BL AL PLAS PVDC OPC X 5,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,26.21,26.21,29.78,29.78,31.58,31.58,31.77,31.77,31.96,31.96,32.36,32.36,32.56,32.56,32.76,32.76,32.97,33.18,33.18,33.60,33.60,36.23,36.23,41.17,41.17,43.66,43.66,43.92,43.92,44.18,44.18,44.74,44.74,45.01,45.01,45.29,45.29,45.58,45.87,45.87,46.45,46.45,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819040065906,1677305940025,7894916340793,    -     ,    -     ,RIVAROXABANA,10 MG COM REV CT BL AL PLAS PVDC OPC X 10,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,52.40,52.40,59.55,59.55,63.13,63.13,63.52,63.52,63.90,63.90,64.69,64.69,65.09,65.09,65.50,65.50,65.91,66.33,66.33,67.18,67.18,72.44,72.44,82.32,82.32,87.27,87.27,87.81,87.81,88.34,88.34,89.43,89.43,89.98,89.98,90.55,90.55,91.12,91.70,91.70,92.87,92.87,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819040066006,1677305940033,7894916340809,    -     ,    -     ,RIVAROXABANA,10 MG COM REV CT BL AL PLAS PVDC OPC X 30,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,157.27,157.27,178.72,178.72,189.48,189.48,190.63,190.63,191.79,191.79,194.16,194.16,195.37,195.37,196.59,196.59,197.82,199.08,199.08,201.63,201.63,217.42,217.42,247.07,247.07,261.94,261.94,263.53,263.53,265.14,265.14,268.41,268.41,270.09,270.09,271.77,271.77,273.47,275.22,275.22,278.74,278.74,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819040066106,1677305940041,7894916340823,    -     ,    -     ,RIVAROXABANA,10 MG COM REV CT BL AL PLAS PVDC OPC X 100,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,524.21,524.21,595.69,595.69,631.58,631.58,635.41,635.41,639.28,639.28,647.17,647.17,651.19,651.19,655.26,655.26,659.38,663.56,663.56,672.06,672.06,,,,,,,,,,,,,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Não
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819040066206,1677305940068,7894916340830,    -     ,    -     ,RIVAROXABANA,15 MG COM REV CT BL AL PLAS PVDC OPC X 14,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,73.38,73.38,83.39,83.39,88.41,88.41,88.95,88.95,89.49,89.49,90.59,90.59,91.16,91.16,91.73,91.73,92.30,92.89,92.89,94.08,94.08,101.44,101.44,115.28,115.28,122.22,122.22,122.97,122.97,123.71,123.71,125.24,125.24,126.02,126.02,126.81,126.81,127.60,128.41,128.41,130.06,130.06,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819040066306,1677305940076,7894916340847,    -     ,    -     ,RIVAROXABANA,15 MG COM REV CT BL AL PLAS PVDC OPC X 28,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,146.79,146.79,166.81,166.81,176.86,176.86,177.93,177.93,179.01,179.01,181.22,181.22,182.35,182.35,183.49,183.49,184.64,185.81,185.81,188.19,188.19,202.93,202.93,230.61,230.61,244.50,244.50,245.98,245.98,247.47,247.47,250.53,250.53,252.09,252.09,253.66,253.66,255.25,256.87,256.87,260.16,260.16,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819040066406,1677305940084,7894916340854,    -     ,    -     ,RIVAROXABANA,15 MG COM REV CT BL AL PLAS PVDC OPC X 42,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,220.16,220.16,250.18,250.18,265.25,265.25,266.86,266.86,268.49,268.49,271.80,271.80,273.49,273.49,275.20,275.20,276.93,278.68,278.68,282.26,282.26,304.36,304.36,345.86,345.86,366.69,366.69,368.92,368.92,371.17,371.17,375.75,375.75,378.08,378.08,380.45,380.45,382.84,385.26,385.26,390.21,390.21,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819040066506,1677305940092,7894916340861,    -     ,    -     ,RIVAROXABANA,15 MG COM REV CT BL AL PLAS PVDC OPC X 98,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,513.73,513.73,583.78,583.78,618.95,618.95,622.70,622.70,626.50,626.50,634.23,634.23,638.17,638.17,642.16,642.16,646.20,650.29,650.29,658.63,658.63,,,,,,,,,,,,,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Não
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819040066606,1677305940114,7894916340878,    -     ,    -     ,RIVAROXABANA,20 MG COM REV CT BL AL PLAS PVDC OPC X 14,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,73.38,73.38,83.39,83.39,88.41,88.41,88.95,88.95,89.49,89.49,90.59,90.59,91.16,91.16,91.73,91.73,92.30,92.89,92.89,94.08,94.08,101.44,101.44,115.28,115.28,122.22,122.22,122.97,122.97,123.71,123.71,125.24,125.24,126.02,126.02,126.81,126.81,127.60,128.41,128.41,130.06,130.06,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819040066706,1677305940122,7894916340885,    -     ,    -     ,RIVAROXABANA,20 MG COM REV CT BL AL PLAS PVDC OPC X 28,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,146.79,146.79,166.81,166.81,176.86,176.86,177.93,177.93,179.01,179.01,181.22,181.22,182.35,182.35,183.49,183.49,184.64,185.81,185.81,188.19,188.19,202.93,202.93,230.61,230.61,244.50,244.50,245.98,245.98,247.47,247.47,250.53,250.53,252.09,252.09,253.66,253.66,255.25,256.87,256.87,260.16,260.16,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819040066806,1677305940130,7894916340892,    -     ,    -     ,RIVAROXABANA,20 MG COM REV CT BL AL PLAS PVDC OPC X 42,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,220.16,220.16,250.18,250.18,265.25,265.25,266.86,266.86,268.49,268.49,271.80,271.80,273.49,273.49,275.20,275.20,276.93,278.68,278.68,282.26,282.26,304.36,304.36,345.86,345.86,366.69,366.69,368.92,368.92,371.17,371.17,375.75,375.75,378.08,378.08,380.45,380.45,382.84,385.26,385.26,390.21,390.21,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819040066906,1677305940149,7894916340908,    -     ,    -     ,RIVAROXABANA,20 MG COM REV CT BL AL PLAS PVDC OPC X 98,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,513.73,513.73,583.78,583.78,618.95,618.95,622.70,622.70,626.50,626.50,634.23,634.23,638.17,638.17,642.16,642.16,646.20,650.29,650.29,658.63,658.63,,,,,,,,,,,,,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Não
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538822010109706,1677305940165,7894916342643,    -     ,    -     ,RIVAROXABANA,15 MG COM REV CT BL AL PLAS PVDC OPC X 30,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,157.25,157.25,178.69,178.69,189.46,189.46,190.61,190.61,191.77,191.77,194.14,194.14,195.34,195.34,196.56,196.56,197.80,199.05,199.05,201.60,201.60,217.39,217.39,247.03,247.03,261.92,261.92,263.51,263.51,265.11,265.11,268.39,268.39,270.05,270.05,271.73,271.73,273.45,275.17,275.17,278.70,278.70,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538822010109406,1677305940173,7894916342650,    -     ,    -     ,RIVAROXABANA,20 MG COM REV CT BL AL PLAS PVDC OPC X 15,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,78.63,78.63,89.35,89.35,94.73,94.73,95.31,95.31,95.89,95.89,97.07,97.07,97.68,97.68,98.29,98.29,98.91,99.53,99.53,100.81,100.81,108.70,108.70,123.52,123.52,130.96,130.96,131.76,131.76,132.56,132.56,134.19,134.19,135.04,135.04,135.88,135.88,136.74,137.59,137.59,139.36,139.36,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538822010109506,1677305940181,7894916342667,    -     ,    -     ,RIVAROXABANA,20 MG COM REV CT BL AL PLAS PVDC OPC X 30,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,157.25,157.25,178.69,178.69,189.46,189.46,190.61,190.61,191.77,191.77,194.14,194.14,195.34,195.34,196.56,196.56,197.80,199.05,199.05,201.60,201.60,217.39,217.39,247.03,247.03,261.92,261.92,263.51,263.51,265.11,265.11,268.39,268.39,270.05,270.05,271.73,271.73,273.45,275.17,275.17,278.70,278.70,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538822010109606,1677305940191,7894916342674,    -     ,    -     ,RIVAROXABANA,20 MG COM REV CT BL AL PLAS PVDC OPC X 60,B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,314.50,314.50,357.39,357.39,378.92,378.92,381.21,381.21,383.54,383.54,388.27,388.27,390.68,390.68,393.13,393.13,395.60,398.10,398.10,403.21,403.21,434.78,434.78,494.07,494.07,523.83,523.83,527.00,527.00,530.22,530.22,536.76,536.76,540.09,540.09,543.48,543.48,546.89,550.35,550.35,557.41,557.41,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538823080117006,1677305940203,7898995343188,    -     ,    -     ,RIVAROXABANA,"2,5 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 15",B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,39.32,39.32,44.68,44.68,47.37,47.37,47.66,47.66,47.95,47.95,48.54,48.54,48.84,48.84,49.15,49.15,49.46,49.77,49.77,50.41,50.41,54.36,54.36,61.77,61.77,65.49,65.49,65.89,65.89,66.29,66.29,67.10,67.10,67.52,67.52,67.95,67.95,68.38,68.80,68.80,69.69,69.69,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538823080117106,1677305940211,7898995343195,    -     ,    -     ,RIVAROXABANA,"2,5 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30",B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,78.66,78.66,89.39,89.39,94.77,94.77,95.35,95.35,95.93,95.93,97.11,97.11,97.71,97.71,98.33,98.33,98.94,99.57,99.57,100.85,100.85,108.74,108.74,123.58,123.58,131.01,131.01,131.82,131.82,132.62,132.62,134.25,134.25,135.08,135.08,135.94,135.94,136.78,137.65,137.65,139.42,139.42,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538823080117206,1677305940221,7898995343201,    -     ,    -     ,RIVAROXABANA,"2,5 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 60",B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,157.30,157.30,178.75,178.75,189.52,189.52,190.67,190.67,191.83,191.83,194.20,194.20,195.40,195.40,196.63,196.63,197.86,199.11,199.11,201.67,201.67,217.46,217.46,247.11,247.11,262.00,262.00,263.59,263.59,265.19,265.19,268.47,268.47,270.13,270.13,271.83,271.83,273.53,275.26,275.26,278.80,278.80,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538823080117306,1677305940238,7898995343218,    -     ,    -     ,RIVAROXABANA,"2,5 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 90",B1F - INIBIDORES DIRETOS DO FATOR XA,Genérico,Regulado,235.96,235.96,268.14,268.14,284.29,284.29,286.01,286.01,287.76,287.76,291.31,291.31,293.12,293.12,294.95,294.95,296.81,298.68,298.68,302.51,302.51,326.20,326.20,370.69,370.69,393.01,393.01,395.39,395.39,397.81,397.81,402.72,402.72,405.22,405.22,407.75,407.75,410.32,412.91,412.91,418.20,418.20,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819010058404,1677306030014,7896004764849,    -     ,    -     ,RIXANTIL,10 MG COM REV CT BL AL PLAS PVDC OPC X 5,B1F - INIBIDORES DIRETOS DO FATOR XA,Similar,Regulado,40.34,40.34,45.84,45.84,48.60,48.60,48.90,48.90,49.20,49.20,49.80,49.80,50.11,50.11,50.43,50.43,50.74,51.06,51.06,51.72,51.72,55.77,55.77,63.37,63.37,67.19,67.19,67.60,67.60,68.02,68.02,68.85,68.85,69.27,69.27,69.72,69.72,70.15,70.59,70.59,71.50,71.50,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Não
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819010058504,1677306030022,7896004759241,    -     ,    -     ,RIXANTIL,10 MG COM REV CT BL AL PLAS PVDC OPC X 10,B1F - INIBIDORES DIRETOS DO FATOR XA,Similar,Regulado,80.65,80.65,91.65,91.65,97.17,97.17,97.76,97.76,98.35,98.35,99.57,99.57,100.19,100.19,100.81,100.81,101.45,102.09,102.09,103.40,103.40,111.49,111.49,126.70,126.70,134.33,134.33,135.15,135.15,135.96,135.96,137.65,137.65,138.51,138.51,139.36,139.36,140.25,141.13,141.13,142.94,142.94,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Não
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819010058604,1677306030030,7896004764856,    -     ,    -     ,RIXANTIL,10 MG COM REV CT BL AL PLAS PVDC OPC X 30,B1F - INIBIDORES DIRETOS DO FATOR XA,Similar,Regulado,241.94,241.94,274.93,274.93,291.49,291.49,293.26,293.26,295.05,295.05,298.69,298.69,300.55,300.55,302.43,302.43,304.33,306.25,306.25,310.18,310.18,334.47,334.47,380.07,380.07,402.97,402.97,405.41,405.41,407.89,407.89,412.92,412.92,415.49,415.49,418.09,418.09,420.72,423.37,423.37,428.81,428.81,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Não
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819010058704,1677306030065,7896004764863,    -     ,    -     ,RIXANTIL,15 MG COM REV CT BL AL PLAS PVDC OPC X 14,B1F - INIBIDORES DIRETOS DO FATOR XA,Similar,Regulado,112.90,112.90,128.30,128.30,136.02,136.02,136.85,136.85,137.68,137.68,139.38,139.38,140.25,140.25,141.13,141.13,142.01,142.91,142.91,144.74,144.74,156.08,156.08,177.37,177.37,188.04,188.04,189.19,189.19,190.33,190.33,192.68,192.68,193.89,193.89,195.10,195.10,196.32,197.56,197.56,200.09,200.09,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Não
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819010058804,1677306030073,7896004764870,    -     ,    -     ,RIXANTIL,15 MG COM REV CT BL AL PLAS PVDC OPC X 28,B1F - INIBIDORES DIRETOS DO FATOR XA,Similar,Regulado,225.81,225.81,256.60,256.60,272.06,272.06,273.71,273.71,275.38,275.38,278.78,278.78,280.51,280.51,282.26,282.26,284.04,285.84,285.84,289.50,289.50,312.17,312.17,354.73,354.73,376.11,376.11,378.39,378.39,380.70,380.70,385.40,385.40,387.79,387.79,390.21,390.21,392.67,395.16,395.16,400.22,400.22,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Não
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819010058904,1677306030081,7896004764887,    -     ,    -     ,RIXANTIL,15 MG COM REV CT BL AL PLAS PVDC OPC X 42,B1F - INIBIDORES DIRETOS DO FATOR XA,Similar,Regulado,338.72,338.72,384.91,384.91,408.10,408.10,410.57,410.57,413.07,413.07,418.17,418.17,420.77,420.77,423.40,423.40,426.06,428.76,428.76,434.26,434.26,468.26,468.26,532.12,532.12,564.17,564.17,567.59,567.59,571.05,571.05,578.10,578.10,581.69,581.69,585.33,585.33,589.00,592.74,592.74,600.34,600.34,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Não
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819010059004,1677306030111,7896004764894,    -     ,    -     ,RIXANTIL,20 MG COM REV CT BL AL PLAS PVDC OPC X 14,B1F - INIBIDORES DIRETOS DO FATOR XA,Similar,Regulado,112.90,112.90,128.30,128.30,136.02,136.02,136.85,136.85,137.68,137.68,139.38,139.38,140.25,140.25,141.13,141.13,142.01,142.91,142.91,144.74,144.74,156.08,156.08,177.37,177.37,188.04,188.04,189.19,189.19,190.33,190.33,192.68,192.68,193.89,193.89,195.10,195.10,196.32,197.56,197.56,200.09,200.09,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Não
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819010059104,1677306030121,7896004764900,    -     ,    -     ,RIXANTIL,20 MG COM REV CT BL AL PLAS PVDC OPC X 28,B1F - INIBIDORES DIRETOS DO FATOR XA,Similar,Regulado,225.81,225.81,256.60,256.60,272.06,272.06,273.71,273.71,275.38,275.38,278.78,278.78,280.51,280.51,282.26,282.26,284.04,285.84,285.84,289.50,289.50,312.17,312.17,354.73,354.73,376.11,376.11,378.39,378.39,380.70,380.70,385.40,385.40,387.79,387.79,390.21,390.21,392.67,395.16,395.16,400.22,400.22,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Não
RIVAROXABANA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538819010059204,1677306030138,7896004764917,    -     ,    -     ,RIXANTIL,20 MG COM REV CT BL AL PLAS PVDC OPC X 42,B1F - INIBIDORES DIRETOS DO FATOR XA,Similar,Regulado,338.72,338.72,384.91,384.91,408.10,408.10,410.57,410.57,413.07,413.07,418.17,418.17,420.77,420.77,423.40,423.40,426.06,428.76,428.76,434.26,434.26,468.26,468.26,532.12,532.12,564.17,564.17,567.59,567.59,571.05,571.05,578.10,578.10,581.69,581.69,585.33,585.33,589.00,592.74,592.74,600.34,600.34,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Não
