SUBSTÂNCIA,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 12% ALC,PF 17%,PF 17% ALC,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 19%,PF 19% ALC,"PF 19,5%","PF 19,5% ALC",PF 20%,PF 20% ALC,"PF 20,5%",PF 21%,PF 21% ALC,PF 22%,PF 22% ALC,PMC Sem Imposto,PMC 0%,PMC 12%,PMC 12% ALC,PMC 17%,PMC 17% ALC,"PMC 17,5%","PMC 17,5% ALC",PMC 18%,PMC 18% ALC,PMC 19%,PMC 19% ALC,"PMC 19,5%","PMC 19,5% ALC",PMC 20%,PMC 20% ALC,"PMC 20,5%",PMC 21%,PMC 21% ALC,PMC 22%,PMC 22% ALC,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),COMERCIALIZAÇÃO 2022,TARJA,DESTINAÇÃO COMERCIAL 
CEFALEXINA,73.663.650/0001-90,RANBAXY FARMACÊUTICA LTDA,529923080079706,1235200630017,7897076907912,    -     ,    -     ,CEFALEXINA,500 MG COM REV CT BL AL PLAS TRANS X 10,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,23.07,23.07,26.22,26.22,27.80,27.80,27.96,27.96,28.13,28.13,28.48,28.48,28.66,28.66,28.84,28.84,29.02,29.20,29.20,29.58,29.58,31.89,31.89,36.25,36.25,38.43,38.43,38.65,38.65,38.89,38.89,39.37,39.37,39.62,39.62,39.87,39.87,40.12,40.37,40.37,40.89,40.89,Não,Não,Não,Não,,Positiva,Não,- (*) ,Sim
CEFALEXINA,73.663.650/0001-90,RANBAXY FARMACÊUTICA LTDA,529923080079806,1235200630025,7897076907905,    -     ,    -     ,CEFALEXINA,500 MG COM REV CT BL AL PLAS TRANS X 8,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,18.45,18.45,20.97,20.97,22.23,22.23,22.36,22.36,22.50,22.50,22.78,22.78,22.92,22.92,23.06,23.06,23.21,23.35,23.35,23.65,23.65,25.51,25.51,28.99,28.99,30.73,30.73,30.91,30.91,31.10,31.10,31.49,31.49,31.69,31.69,31.88,31.88,32.09,32.28,32.28,32.69,32.69,Não,Não,Não,Não,,Positiva,Não,- (*) ,Sim
CEFALEXINA,73.663.650/0001-90,RANBAXY FARMACÊUTICA LTDA,529923080079506,1235200630076,7897076907899,    -     ,    -     ,CEFALEXINA,500 MG COM REV CT BL AL PLAS TRANS X 200,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,461.47,461.47,524.40,524.40,555.99,555.99,559.36,559.36,562.77,562.77,569.72,569.72,573.25,573.25,576.84,576.84,580.47,584.14,584.14,591.63,591.63,637.96,637.96,724.95,724.95,768.62,768.62,773.28,773.28,778.00,778.00,787.60,787.60,792.48,792.48,797.45,797.45,802.47,807.54,807.54,817.89,817.89,Não,Não,Não,Não,,Positiva,Não,- (*) ,Não
CEFALEXINA,73.663.650/0001-90,RANBAXY FARMACÊUTICA LTDA,529923080079606,1235200630084,7897076907851,    -     ,    -     ,CEFALEXINA,500 MG COM REV CT BL AL PLAS TRANS X 500,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,1153.68,1153.68,1311.00,1311.00,1389.98,1389.98,1398.40,1398.40,1406.93,1406.93,1424.30,1424.30,1433.14,1433.14,1442.10,1442.10,1451.17,1460.35,1460.35,1479.08,1479.08,1594.89,1594.89,1812.38,1812.38,1921.57,1921.57,1933.21,1933.21,1945.00,1945.00,1969.01,1969.01,1981.23,1981.23,1993.62,1993.62,2006.16,2018.85,2018.85,2044.74,2044.74,Não,Não,Não,Não,,Positiva,Não,- (*) ,Não
CEFALEXINA,02.501.297/0001-02,PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,527916030022206,1410700910016,7898216368518,    -     ,    -     ,CEFALEXINA,500 MG COM REV CT BL AL PVC/PVDC TRANS X 8  ,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,13.76,13.76,15.64,15.64,16.58,16.58,16.68,16.68,16.78,16.78,16.99,16.99,17.09,17.09,17.20,17.20,17.31,17.42,17.42,17.64,17.64,19.02,19.02,21.62,21.62,22.92,22.92,23.06,23.06,23.20,23.20,23.49,23.49,23.63,23.63,23.78,23.78,23.93,24.08,24.08,24.39,24.39,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha sob restrição,Sim
CEFALEXINA,02.501.297/0001-02,PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,527916030022306,1410700910024,7898216368525,    -     ,    -     ,CEFALEXINA,500 MG COM REV CT BL AL PVC/PVDC TRANS X 10,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,27.88,27.88,31.68,31.68,33.59,33.59,33.79,33.79,34.00,34.00,34.42,34.42,34.63,34.63,34.85,34.85,35.07,35.29,35.29,35.74,35.74,38.54,38.54,43.80,43.80,46.44,46.44,46.71,46.71,47.00,47.00,47.58,47.58,47.87,47.87,48.18,48.18,48.48,48.79,48.79,49.41,49.41,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha sob restrição,Sim
CEFALEXINA,04.301.884/0001-75,AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA,500119020027106,1516700080043,7898361880026,    -     ,    -     ,CEFALEXINA,500 MG COM REV CT BL AL PVC/PVDC TRANS X 10,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,17.18,17.18,19.52,19.52,20.70,20.70,20.82,20.82,20.95,20.95,21.21,21.21,21.34,21.34,21.48,21.48,21.61,21.75,21.75,22.03,22.03,23.75,23.75,26.99,26.99,28.62,28.62,28.78,28.78,28.96,28.96,29.32,29.32,29.50,29.50,29.69,29.69,29.87,30.07,30.07,30.46,30.46,Não,Não,Não,Não,,Positiva,Não,- (*) ,Não
CEFALEXINA MONOIDRATADA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508001602133114,1004307420017,7891317007898,    -     ,    -     ,CEFALEXINA,50 MG/ML SUS OR CT FR VD AMB X 100 ML,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,38.23,38.23,43.44,43.44,46.06,46.06,46.34,46.34,46.62,46.62,47.20,47.20,47.49,47.49,47.79,47.79,48.09,48.39,48.39,49.01,49.01,52.85,52.85,60.05,60.05,63.68,63.68,64.06,64.06,64.45,64.45,65.25,65.25,65.65,65.65,66.07,66.07,66.48,66.90,66.90,67.75,67.75,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,57.507.378/0003-65,EMS S/A,507704603135114,1023505530028,7896004704364,    -     ,    -     ,CEFALEXINA,50 MG/ML SUS OR CT FR VD AMB X 100 ML + COP,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,40.87,40.87,46.44,46.44,49.24,49.24,49.54,49.54,49.84,49.84,50.46,50.46,50.77,50.77,51.09,51.09,51.41,51.73,51.73,52.40,52.40,56.50,56.50,64.20,64.20,68.07,68.07,68.49,68.49,68.90,68.90,69.76,69.76,70.19,70.19,70.63,70.63,71.07,71.51,71.51,72.44,72.44,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,57.507.378/0003-65,EMS S/A,507704604115117,1023511560014,7896004712581,    -     ,    -     ,CEFALEXINA MONOIDRATADA,1G COM REV CT BL AL PLAS INC X 8,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,59.89,59.89,68.06,68.06,72.16,72.16,72.59,72.59,73.04,73.04,73.94,73.94,74.40,74.40,74.86,74.86,75.33,75.81,75.81,76.78,76.78,82.79,82.79,94.09,94.09,99.76,99.76,100.35,100.35,100.97,100.97,102.22,102.22,102.85,102.85,103.49,103.49,104.14,104.80,104.80,106.14,106.14,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,57.507.378/0003-65,EMS S/A,541822120189307,1023511560065,7896004712581,    -     ,    -     ,CEFALEXINA MONOIDRATADA,1G COM REV CT BL AL PLAS LEIT X 8 ,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,59.89,59.89,68.06,68.06,72.16,72.16,72.59,72.59,73.04,73.04,73.94,73.94,74.40,74.40,74.86,74.86,75.33,75.81,75.81,76.78,76.78,82.79,82.79,94.09,94.09,99.76,99.76,100.35,100.35,100.97,100.97,102.22,102.22,102.85,102.85,103.49,103.49,104.14,104.80,104.80,106.14,106.14,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,57.507.378/0003-65,EMS S/A,541817020019006,1023511560111,7896004715803,    -     ,    -     ,CEFALEXINA MONOIDRATADA,500 MG COM REV CT BL AL PLAS LEIT X 8,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,20.82,20.82,23.66,23.66,25.08,25.08,25.24,25.24,25.39,25.39,25.70,25.70,25.86,25.86,26.03,26.03,26.19,26.35,26.35,26.69,26.69,28.78,28.78,32.71,32.71,34.67,34.67,34.89,34.89,35.10,35.10,35.53,35.53,35.75,35.75,35.98,35.98,36.21,36.43,36.43,36.90,36.90,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,57.507.378/0003-65,EMS S/A,541817020019106,1023511560170,7896004704692,    -     ,    -     ,CEFALEXINA MONOIDRATADA,500MG COM REV CT BL AL PLAS LEIT X 10,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,25.25,25.25,28.69,28.69,30.42,30.42,30.61,30.61,30.79,30.79,31.17,31.17,31.37,31.37,31.56,31.56,31.76,31.96,31.96,32.37,32.37,34.91,34.91,39.66,39.66,42.05,42.05,42.32,42.32,42.57,42.57,43.09,43.09,43.37,43.37,43.63,43.63,43.91,44.18,44.18,44.75,44.75,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520705001111119,1037003820011,7896112149415,    -     ,    -     ,CEFALEXINA,500 MG COM CT BL AL PLAS TRANS X 8 ,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,15.15,15.15,17.22,17.22,18.25,18.25,18.36,18.36,18.48,18.48,18.70,18.70,18.82,18.82,18.94,18.94,19.06,19.18,19.18,19.42,19.42,20.94,20.94,23.81,23.81,25.23,25.23,25.38,25.38,25.55,25.55,25.85,25.85,26.02,26.02,26.18,26.18,26.35,26.52,26.52,26.85,26.85,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520705002116114,1037003820021,7896112149422,    -     ,    -     ,CEFALEXINA,500 MG COM CT BL AL PLAS TRANS X 40,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,72.13,72.13,81.97,81.97,86.90,86.90,87.43,87.43,87.96,87.96,89.05,89.05,89.60,89.60,90.16,90.16,90.73,91.30,91.30,92.47,92.47,99.72,99.72,113.32,113.32,120.13,120.13,120.87,120.87,121.60,121.60,123.11,123.11,123.87,123.87,124.64,124.64,125.43,126.22,126.22,127.83,127.83,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520705003112112,1037003820070,7896112134213,    -     ,    -     ,CEFALEXINA,500 MG COM CT BL AL PLAS TRANS X 10,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,18.56,18.56,21.09,21.09,22.36,22.36,22.50,22.50,22.63,22.63,22.91,22.91,23.06,23.06,23.20,23.20,23.35,23.49,23.49,23.79,23.79,25.66,25.66,29.16,29.16,30.91,30.91,31.10,31.10,31.28,31.28,31.67,31.67,31.88,31.88,32.07,32.07,32.28,32.47,32.47,32.89,32.89,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520713004130417,1037006470021,7896112197317,    -     ,    -     ,LEXIN,50 MG/ML PÓ P/ SUS OR CT FR VD AMB X 100 ML + COP,J1D1 - CEFALOSPORINAS ORAIS,Similar,Regulado,37.32,37.32,42.41,42.41,44.96,44.96,45.24,45.24,45.51,45.51,46.07,46.07,46.36,46.36,46.65,46.65,46.94,47.24,47.24,47.85,47.85,51.59,51.59,58.63,58.63,62.15,62.15,62.54,62.54,62.91,62.91,63.69,63.69,64.09,64.09,64.49,64.49,64.89,65.31,65.31,66.15,66.15,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533025101119112,1049713540034,7896006216766,    -     ,    -     ,CEFALEXINA,500 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 8,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,18.60,18.60,21.14,21.14,22.41,22.41,22.55,22.55,22.68,22.68,22.96,22.96,23.11,23.11,23.25,23.25,23.40,23.54,23.54,23.85,23.85,25.71,25.71,29.22,29.22,30.98,30.98,31.17,31.17,31.35,31.35,31.74,31.74,31.95,31.95,32.14,32.14,32.35,32.54,32.54,32.97,32.97,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533025102115110,1049713540042,7896006216544,    -     ,    -     ,CEFALEXINA,500 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 10,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,23.90,23.90,27.16,27.16,28.80,28.80,28.97,28.97,29.15,29.15,29.51,29.51,29.69,29.69,29.88,29.88,30.06,30.25,30.25,30.64,30.64,33.04,33.04,37.55,37.55,39.81,39.81,40.05,40.05,40.30,40.30,40.80,40.80,41.04,41.04,41.31,41.31,41.56,41.82,41.82,42.36,42.36,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533025002137112,1049713550021,7896006212300,    -     ,    -     ,CEFALEXINA,50 MG/ML PO SUS OR CT FR VD AMB X 100 ML + COP,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,36.03,36.03,40.94,40.94,43.41,43.41,43.67,43.67,43.94,43.94,44.48,44.48,44.76,44.76,45.04,45.04,45.32,45.61,45.61,46.19,46.19,49.81,49.81,56.60,56.60,60.01,60.01,60.37,60.37,60.74,60.74,61.49,61.49,61.88,61.88,62.27,62.27,62.65,63.05,63.05,63.85,63.85,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533020090071807,1049714430046,7896006217626,    -     ,    -     ,CEF,500 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 10,J1D1 - CEFALOSPORINAS ORAIS,Similar,Regulado,23.59,23.59,26.81,26.81,28.42,28.42,28.59,28.59,28.77,28.77,29.12,29.12,29.30,29.30,29.49,29.49,29.67,29.86,29.86,30.24,30.24,32.61,32.61,37.06,37.06,39.29,39.29,39.52,39.52,39.77,39.77,40.26,40.26,40.51,40.51,40.77,40.77,41.02,41.28,41.28,41.81,41.81,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526120050113207,1058304170061,7896004712598,    -     ,    -     ,CEFALEXINA,1G COM REV CT BL AL PLAS OPC X 8 ,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,59.93,59.93,68.10,68.10,72.20,72.20,72.64,72.64,73.09,73.09,73.99,73.99,74.45,74.45,74.91,74.91,75.38,75.86,75.86,76.83,76.83,82.85,82.85,94.14,94.14,99.81,99.81,100.42,100.42,101.04,101.04,102.29,102.29,102.92,102.92,103.56,103.56,104.21,104.87,104.87,106.21,106.21,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526120402111118,1058304170213,7896004716633,    -     ,    -     ,CEFALEXINA,500 MG COM REV CT BL AL PLAS OPC X 8,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,17.65,17.65,20.06,20.06,21.27,21.27,21.39,21.39,21.52,21.52,21.79,21.79,21.93,21.93,22.06,22.06,22.20,22.34,22.34,22.63,22.63,24.40,24.40,27.73,27.73,29.40,29.40,29.57,29.57,29.75,29.75,30.12,30.12,30.32,30.32,30.50,30.50,30.69,30.88,30.88,31.28,31.28,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526115080095506,1058304170353,7896004755496,    -     ,    -     ,CEFALEXINA,500MG COM REV CT BL AL PLAS OPC X 10,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,22.05,22.05,25.06,25.06,26.57,26.57,26.73,26.73,26.89,26.89,27.22,27.22,27.39,27.39,27.56,27.56,27.74,27.91,27.91,28.27,28.27,30.48,30.48,34.64,34.64,36.73,36.73,36.95,36.95,37.17,37.17,37.63,37.63,37.87,37.87,38.10,38.10,38.35,38.58,38.58,39.08,39.08,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,43.640.754/0001-19,FUNDACAO PARA O REMEDIO POPULAR FURP,510001204131414,1103900250066,7895005801263,    -     ,    -     ,FURP-CEFALEXINA,50 MG/ML PO SUSP OR CX 50 FR VD AMB X 60ML + 50 COP,J1D1 - CEFALOSPORINAS ORAIS,Similar,Regulado,307.25,307.25,349.15*,349.15*,370.18*,370.18*,372.42*,372.42*,374.70*,374.70*,379.32*,379.32*,381.68*,381.68*,384.06*,384.06*,386.48*,388.92*,388.92*,393.91*,393.91*,,,,,,,,,,,,,,,,,,,,,,Sim,Não,Não,Sim,,Positiva,Não,- (*) ,Não
CEFALEXINA MONOIDRATADA,43.640.754/0001-19,FUNDACAO PARA O REMEDIO POPULAR FURP,510001203117418,1103900250077,7895005801300,    -     ,    -     ,FURP-CEFALEXINA,500 MG CAP GEL DURA CX BL AL PLAS TRANS X 200,J1D1 - CEFALOSPORINAS ORAIS,Similar,Regulado,151.11,151.11,171.72*,171.72*,182.06*,182.06*,183.16*,183.16*,184.28*,184.28*,186.56*,186.56*,187.71*,187.71*,188.89*,188.89*,190.08*,191.28*,191.28*,193.73*,193.73*,,,,,,,,,,,,,,,,,,,,,,Sim,Não,Não,Sim,,Positiva,Sim,- (*) ,Não
CEFALEXINA MONOIDRATADA,92.265.552/0009-05,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA,525903901118415,1181900580011,7896472502943,    -     ,    -     ,CEFAGEL,500 MG CAP DURA CT BL AL PLAS TRANS X 10,J1D1 - CEFALOSPORINAS ORAIS,Similar,Regulado,24.83,24.83,28.22,28.22,29.92,29.92,30.10,30.10,30.28,30.28,30.65,30.65,30.84,30.84,31.04,31.04,31.23,31.43,31.43,31.83,31.83,34.33,34.33,39.01,39.01,41.36,41.36,41.61,41.61,41.86,41.86,42.37,42.37,42.63,42.63,42.91,42.91,43.17,43.45,43.45,44.00,44.00,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,92.265.552/0009-05,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA,525919040052406,1181901910064,7896472518968,    -     ,    -     ,CEFALEXINA MONOIDRATADA,1G COM REV CT BL AL PLAS LEIT X 8 ,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,59.46,59.46,67.57,67.57,71.64,71.64,72.07,72.07,72.51,72.51,73.41,73.41,73.86,73.86,74.33,74.33,74.79,75.27,75.27,76.23,76.23,82.20,82.20,93.41,93.41,99.04,99.04,99.63,99.63,100.24,100.24,101.49,101.49,102.11,102.11,102.76,102.76,103.39,104.06,104.06,105.38,105.38,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,92.265.552/0009-05,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA,525919040052606,1181901910072,7896472518982,    -     ,    -     ,CEFALEXINA MONOIDRATADA,1G COM REV CT BL AL PLAS LEIT X 14,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,104.08,104.08,118.27,118.27,125.40,125.40,126.16,126.16,126.93,126.93,128.49,128.49,129.29,129.29,130.10,130.10,130.92,131.75,131.75,133.44,133.44,143.88,143.88,163.50,163.50,173.36,173.36,174.41,174.41,175.47,175.47,177.63,177.63,178.74,178.74,179.86,179.86,180.99,182.14,182.14,184.47,184.47,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,92.265.552/0009-05,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA,525919040052706,1181901910080,7896472518999,    -     ,    -     ,CEFALEXINA MONOIDRATADA,1G COM REV CT BL AL PLAS LEIT X 30,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,223.04,223.04,253.45,253.45,268.72,268.72,270.35,270.35,272.00,272.00,275.36,275.36,277.07,277.07,278.80,278.80,280.55,282.33,282.33,285.95,285.95,308.34,308.34,350.38,350.38,371.49,371.49,373.74,373.74,376.02,376.02,380.67,380.67,383.03,383.03,385.42,385.42,387.84,390.30,390.30,395.31,395.31,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,92.265.552/0009-05,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA,525919040052806,1181901910099,7896472519002,    -     ,    -     ,CEFALEXINA MONOIDRATADA,1G COM REV CT BL AL PLAS LEIT X 40,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,297.35,297.35,337.90,337.90,358.25,358.25,360.42,360.42,362.62,362.62,367.10,367.10,369.38,369.38,371.69,371.69,374.03,376.39,376.39,381.22,381.22,411.07,411.07,467.13,467.13,495.26,495.26,498.26,498.26,501.30,501.30,507.49,507.49,510.65,510.65,513.84,513.84,517.07,520.34,520.34,527.01,527.01,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,92.265.552/0009-05,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA,525919040052906,1181901910102,7896472519019,    -     ,    -     ,CEFALEXINA MONOIDRATADA,1G COM REV CT BL AL PLAS LEIT X 60,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,446.06,446.06,506.89,506.89,537.42,537.42,540.68,540.68,543.98,543.98,550.69,550.69,554.11,554.11,557.58,557.58,561.08,564.63,564.63,571.87,571.87,616.65,616.65,700.75,700.75,742.95,742.95,747.46,747.46,752.02,752.02,761.30,761.30,766.02,766.02,770.82,770.82,775.66,780.57,780.57,790.58,790.58,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,92.265.552/0009-05,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA,525919040053006,1181901910110,7896472519026,    -     ,    -     ,CEFALEXINA MONOIDRATADA,500 MG COM REV CT BL AL PLAS LEIT X 8,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,19.35,19.35,21.99,21.99,23.31,23.31,23.45,23.45,23.60,23.60,23.89,23.89,24.04,24.04,24.19,24.19,24.34,24.49,24.49,24.81,24.81,26.75,26.75,30.40,30.40,32.22,32.22,32.42,32.42,32.63,32.63,33.03,33.03,33.23,33.23,33.44,33.44,33.65,33.86,33.86,34.30,34.30,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,92.265.552/0009-05,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA,525919040053106,1181901910129,7896472519040,    -     ,    -     ,CEFALEXINA MONOIDRATADA,500 MG COM REV CT BL AL PLAS LEIT X 14,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,33.87,33.87,38.49,38.49,40.81,40.81,41.05,41.05,41.30,41.30,41.81,41.81,42.07,42.07,42.34,42.34,42.60,42.87,42.87,43.42,43.42,46.82,46.82,53.21,53.21,56.42,56.42,56.75,56.75,57.09,57.09,57.80,57.80,58.16,58.16,58.53,58.53,58.89,59.27,59.27,60.03,60.03,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,92.265.552/0009-05,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA,525919040053206,1181901910137,7896472519057,    -     ,    -     ,CEFALEXINA MONOIDRATADA,500 MG COM REV CT BL AL PLAS LEIT X 30,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,72.63,72.63,82.53,82.53,87.51,87.51,88.04,88.04,88.57,88.57,89.67,89.67,90.22,90.22,90.79,90.79,91.36,91.94,91.94,93.12,93.12,100.41,100.41,114.09,114.09,120.98,120.98,121.71,121.71,122.44,122.44,123.96,123.96,124.72,124.72,125.51,125.51,126.30,127.10,127.10,128.73,128.73,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha sob restrição,Sim
CEFALEXINA MONOIDRATADA,92.265.552/0009-05,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA,525919040053306,1181901910145,7896472519064,    -     ,    -     ,CEFALEXINA MONOIDRATADA,500 MG COM REV CT BL AL PLAS LEIT X 40,J1D1 - CEFALOSPORINAS ORAIS,Genérico,Regulado,96.82,96.82,110.02,110.02,116.65,116.65,117.36,117.36,118.07,118.07,119.53,119.53,120.27,120.27,121.03,121.03,121.79,122.56,122.56,124.13,124.13,133.85,133.85,152.10,152.10,161.26,161.26,162.24,162.24,163.22,163.22,165.24,165.24,166.27,166.27,167.32,167.32,168.37,169.43,169.43,171.60,171.60,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha sob restrição,Sim
